年月,地區,類別,男性[筆數],男性[金額，新台幣],女性[筆數],女性[金額，新台幣]
104年11月,台中市,其他,183406,872260156,211239,1020383313
104年12月,台中市,其他,200468,966314652,230158,1070694170
105年01月,台中市,其他,294208,1435742108,380985,1737297394
105年02月,台中市,其他,249907,1182401062,340548,1533165605
105年03月,台中市,其他,295145,1350895272,382763,1705590522
105年04月,台中市,其他,267730,1252045084,357498,1651370951
105年05月,台中市,其他,265883,1311412383,373969,1741257051
105年06月,台中市,其他,316532,1418435946,448737,1809798250
105年07月,台中市,其他,334293,1450029424,475101,1866283667
105年08月,台中市,其他,301179,1386556746,435213,1844166601
105年09月,台中市,其他,271601,1313591985,392887,1745474292
105年10月,台中市,其他,297418,1439627618,437590,1924301635
105年11月,台中市,其他,314495,1483959785,455379,1858340798
105年12月,台中市,其他,329686,1631514224,469581,2080904832
106年01月,台中市,其他,286176,1402972438,414131,1791235201
106年02月,台中市,其他,262839,1220322981,385881,1564170241
106年03月,台中市,其他,310446,1404081494,433535,1718007599
106年04月,台中市,其他,299329,1330673159,420721,1633484380
106年05月,台中市,其他,290494,1388909286,418069,1702559796
106年06月,台中市,其他,269383,1343135057,395781,1634022491
106年07月,台中市,其他,329498,1569288992,477207,1859389440
106年08月,台中市,其他,291333,1467245236,451938,1820407392
106年09月,台中市,其他,275523,1375662583,411383,1663388398
106年10月,台中市,其他,298837,1441401088,439799,1760764086
106年11月,台中市,其他,298001,1561705607,447052,1870799225
106年12月,台中市,其他,310130,1592105118,449861,1873279999
107年01月,台中市,其他,289098,1406658607,413665,1652764710
107年02月,台中市,其他,276883,1254556139,412173,1587333510
107年03月,台中市,其他,304360,1449999032,447675,1705960859
107年04月,台中市,其他,298469,1344187529,434458,1648627508
107年05月,台中市,其他,316471,1489634294,468311,1827495501
103年01月,台中市,行,232040,285099119,112286,127274590
103年02月,台中市,行,204948,246207910,97833,108539833
103年03月,台中市,行,233144,278403487,114602,125715271
103年04月,台中市,行,225739,264705172,110385,116810366
103年05月,台中市,行,234281,280423308,116142,122440132
103年06月,台中市,行,248181,300069281,121668,134346822
103年07月,台中市,行,260831,316532799,126935,140340515
103年08月,台中市,行,261848,307532143,127588,134980325
103年09月,台中市,行,250099,288078423,121169,126084424
103年10月,台中市,行,258363,284636129,124217,125281873
103年11月,台中市,行,245916,263961331,118535,116452038
103年12月,台中市,行,254955,263255450,121922,121631871
104年01月,台中市,行,244488,229736003,114548,106396384
104年02月,台中市,行,227761,212173269,101840,89150362
104年03月,台中市,行,245598,234459048,115473,101732055
104年04月,台中市,行,240182,232393288,111518,101280093
104年05月,台中市,行,247298,252033109,117194,109741060
104年06月,台中市,行,254333,263957410,119670,115538701
104年07月,台中市,行,267396,277444325,126120,127600924
104年08月,台中市,行,256111,239590582,120725,108400729
104年09月,台中市,行,250926,234951693,115395,103911584
104年10月,台中市,行,257947,243099104,118264,107324871
104年11月,台中市,行,253655,235616619,116513,107107645
104年12月,台中市,行,281575,259932357,131587,123652562
105年01月,台中市,行,761648,669384237,400208,335486874
105年02月,台中市,行,645371,546495602,323898,259806988
105年03月,台中市,行,731658,675505527,384152,326859768
105年04月,台中市,行,717471,657647277,376042,321167655
105年05月,台中市,行,750094,710415115,400489,347461888
105年06月,台中市,行,795194,782242429,421726,379555426
105年07月,台中市,行,780879,747997349,416312,379084800
105年08月,台中市,行,842094,761894395,444560,374034578
105年09月,台中市,行,756500,699453521,397736,340546747
105年10月,台中市,行,820408,769704470,431186,378468583
105年11月,台中市,行,824178,767954384,436029,384134937
105年12月,台中市,行,854865,839874406,451007,411720692
106年01月,台中市,行,754490,766950244,395520,370976246
106年02月,台中市,行,681979,675969706,361604,335119477
106年03月,台中市,行,801695,786756673,429918,392558582
106年04月,台中市,行,810961,775333066,432264,388978872
106年05月,台中市,行,791602,754424132,431292,389116412
106年06月,台中市,行,702836,682764464,386098,354101877
106年07月,台中市,行,747983,720541260,410324,374903723
106年08月,台中市,行,758924,745519301,418375,379170037
106年09月,台中市,行,732290,718288510,402531,367680415
106年10月,台中市,行,763507,760888461,416717,390425334
106年11月,台中市,行,747624,764182946,411346,392969305
106年12月,台中市,行,787250,821320254,432894,423694544
107年01月,台中市,行,705036,739886214,385490,374069862
107年02月,台中市,行,659199,671695634,353431,336114518
107年03月,台中市,行,766058,782114597,420239,397494831
107年04月,台中市,行,771319,786675323,420894,395863162
107年05月,台中市,行,823787,868024095,451187,434460261
103年01月,台南市,衣,30752,82721124,99429,291756131
103年02月,台南市,衣,20118,50031649,64895,177193480
103年03月,台南市,衣,20812,51585473,75177,205674508
103年04月,台南市,衣,20642,48489195,72194,192777229
103年05月,台南市,衣,23677,56256082,78439,210601064
103年06月,台南市,衣,22246,50174407,74015,189744096
103年07月,台南市,衣,22758,51333954,77483,196707272
103年08月,台南市,衣,25240,55916870,78851,190429071
103年09月,台南市,衣,21118,51838068,72874,192056428
103年10月,台南市,衣,22584,54793431,77021,213423794
103年11月,台南市,衣,22726,58121246,74293,213615828
103年12月,台南市,衣,26465,66294351,90594,263971073
104年01月,台南市,衣,25686,65329723,83752,250920929
104年02月,台南市,衣,31768,79774778,92002,249410485
104年03月,台南市,衣,22718,53825989,79320,212921155
104年04月,台南市,衣,22897,52356408,76219,203143253
104年05月,台南市,衣,30394,70806250,93311,239702261
104年06月,台南市,衣,27189,61013374,86189,215583572
104年07月,台南市,衣,27665,60085522,88612,217374147
104年08月,台南市,衣,28955,62052539,84227,199120556
104年09月,台南市,衣,25212,57386959,83557,215404236
104年10月,台南市,衣,28509,67340064,86579,230498167
104年11月,台南市,衣,27292,67540860,79215,214293814
104年12月,台南市,衣,30683,72912099,94703,260212858
105年01月,台南市,衣,35294,85643344,101254,281335621
105年02月,台南市,衣,32097,76763712,86504,231963106
105年03月,台南市,衣,24082,57088067,72973,194970291
105年04月,台南市,衣,27742,60416658,82010,211623717
105年05月,台南市,衣,32808,72120260,92050,231603649
105年06月,台南市,衣,29482,63871069,86908,215524812
105年07月,台南市,衣,28481,58592704,80994,189958352
105年08月,台南市,衣,26566,54747857,75082,175417897
105年09月,台南市,衣,21944,47922760,62334,162304090
105年10月,台南市,衣,26326,58523340,72498,185140368
105年11月,台南市,衣,24358,61181302,70365,198682315
105年12月,台南市,衣,35147,84084498,97148,266960797
106年01月,台南市,衣,35192,86023733,96026,266214229
106年02月,台南市,衣,24560,58259948,69264,184150600
106年03月,台南市,衣,24496,55991998,76838,199695242
106年04月,台南市,衣,28623,62033485,82077,205683058
106年05月,台南市,衣,29546,63591649,84801,210671094
106年06月,台南市,衣,25635,54355262,74030,181464006
106年07月,台南市,衣,27199,56556109,79134,186714057
106年08月,台南市,衣,27084,57212740,79848,186690617
106年09月,台南市,衣,23622,51620185,70867,173683017
106年10月,台南市,衣,28830,63875661,80833,205398295
106年11月,台南市,衣,26664,64268795,74666,203900039
106年12月,台南市,衣,36228,87830727,101429,272398399
107年01月,台南市,衣,27059,65631778,80129,223124066
107年02月,台南市,衣,33678,84430291,91087,241873691
107年03月,台南市,衣,22493,53459502,69804,183729049
107年04月,台南市,衣,27502,59972654,78445,196765436
107年05月,台南市,衣,28242,60398229,83308,205283390
103年01月,台南市,百貨,94084,282296210,261819,684430813
103年02月,台南市,百貨,77353,227734705,225448,595382159
103年03月,台南市,百貨,68769,182253127,207463,486309400
103年04月,台南市,百貨,75910,241549071,238248,698562306
103年05月,台南市,百貨,84079,225344183,241765,558355580
103年06月,台南市,百貨,87869,244007473,260997,629255095
103年07月,台南市,百貨,78073,210182010,251823,559191484
103年08月,台南市,百貨,86581,238305836,269964,632775224
103年09月,台南市,百貨,67783,175205976,218244,528607370
103年10月,台南市,百貨,85371,238332087,290749,707157847
103年11月,台南市,百貨,144190,672021523,454456,1786958304
103年12月,台南市,百貨,89999,236412204,268874,587043359
104年01月,台南市,百貨,119908,306462126,325461,741849023
104年02月,台南市,百貨,123868,371031240,335592,847851629
104年03月,台南市,百貨,87353,231734368,260849,608088724
104年04月,台南市,百貨,99935,287248936,300658,813387149
104年05月,台南市,百貨,109272,273126653,304300,671841590
104年06月,台南市,百貨,109408,299158707,315706,718497134
104年07月,台南市,百貨,105277,266339591,307140,649646689
104年08月,台南市,百貨,108343,278516991,305856,678056849
104年09月,台南市,百貨,87916,212542587,260065,594856362
104年10月,台南市,百貨,105347,276154929,323052,754757135
104年11月,台南市,百貨,166783,726676903,506587,1876387941
104年12月,台南市,百貨,113288,282584639,306700,640991904
105年01月,台南市,百貨,119079,315947920,328660,755194577
105年02月,台南市,百貨,115096,322735255,310546,756917106
105年03月,台南市,百貨,74018,191867218,214061,494139083
105年04月,台南市,百貨,94745,268957512,270214,728189256
105年05月,台南市,百貨,96989,236747630,263689,575140996
105年06月,台南市,百貨,114688,283163009,316007,678060068
105年07月,台南市,百貨,110149,323166419,308873,768727500
105年08月,台南市,百貨,88478,204934285,243927,490072326
105年09月,台南市,百貨,83986,197153265,229351,534673619
105年10月,台南市,百貨,93688,233238811,271627,633601834
105年11月,台南市,百貨,153592,692661882,460648,1763495997
105年12月,台南市,百貨,109895,255939616,300450,615007420
106年01月,台南市,百貨,108842,329860396,299687,756304396
106年02月,台南市,百貨,86626,245476438,249719,606177153
106年03月,台南市,百貨,77960,196865499,231091,552750261
106年04月,台南市,百貨,101427,278184397,285347,739183272
106年05月,台南市,百貨,93281,240820117,263600,592196664
106年06月,台南市,百貨,81061,210907283,238564,540795832
106年07月,台南市,百貨,90955,268396062,266336,645377264
106年08月,台南市,百貨,88140,223417069,260683,563542917
106年09月,台南市,百貨,74577,186587493,222100,521470409
106年10月,台南市,百貨,98528,263338232,291136,734929447
106年11月,台南市,百貨,139954,726773465,428638,1878260245
106年12月,台南市,百貨,99827,253918586,275344,596068005
107年01月,台南市,百貨,79718,227020923,229317,579626064
107年02月,台南市,百貨,107338,344539057,293372,783164362
107年03月,台南市,百貨,71680,202454651,220257,596339220
107年04月,台南市,百貨,91310,269543773,264304,733341880
107年05月,台南市,百貨,90124,249615470,263287,629196689
103年01月,台南市,文教康樂,63318,329982739,86395,421243614
103年02月,台南市,文教康樂,64605,301676216,85594,369303159
103年03月,台南市,文教康樂,67522,326167712,87911,381847038
103年04月,台南市,文教康樂,64277,332185583,82594,398987103
103年05月,台南市,文教康樂,70707,373666498,88889,443774179
103年06月,台南市,文教康樂,63606,369995071,83709,437661862
103年07月,台南市,文教康樂,66665,367457538,90075,435534990
103年08月,台南市,文教康樂,72242,369917575,100536,449247687
103年09月,台南市,文教康樂,60545,347009577,83636,420307824
103年10月,台南市,文教康樂,64133,365689108,85498,423637304
103年11月,台南市,文教康樂,62905,309312632,82634,377726617
103年12月,台南市,文教康樂,66402,325384095,89698,410587784
104年01月,台南市,文教康樂,71807,354977081,96997,460730376
104年02月,台南市,文教康樂,76171,358375335,105093,474115520
104年03月,台南市,文教康樂,70473,398704853,93947,468417760
104年04月,台南市,文教康樂,77641,377453919,101112,451007437
104年05月,台南市,文教康樂,73559,401116270,97828,501059985
104年06月,台南市,文教康樂,78889,414351252,104098,506331644
104年07月,台南市,文教康樂,83093,419763546,112803,498988984
104年08月,台南市,文教康樂,82195,411454939,116198,503138782
104年09月,台南市,文教康樂,73886,378730923,101065,473546417
104年10月,台南市,文教康樂,80947,395423165,110923,496472038
104年11月,台南市,文教康樂,71112,361961065,92122,423665030
104年12月,台南市,文教康樂,75212,346471877,99599,415584586
105年01月,台南市,文教康樂,78609,394948482,102474,498845607
105年02月,台南市,文教康樂,78454,330834967,101638,422283042
105年03月,台南市,文教康樂,70757,360408095,87130,426142270
105年04月,台南市,文教康樂,72561,348179082,89554,411669664
105年05月,台南市,文教康樂,71509,367226533,89347,452275530
105年06月,台南市,文教康樂,80931,418198690,105139,508092518
105年07月,台南市,文教康樂,79083,377147734,102049,448762994
105年08月,台南市,文教康樂,73866,382570058,97541,481806773
105年09月,台南市,文教康樂,68262,336262867,86608,419500552
105年10月,台南市,文教康樂,82171,358284605,102191,443172604
105年11月,台南市,文教康樂,80758,364595838,99470,429301532
105年12月,台南市,文教康樂,84673,353727113,108131,444748525
106年01月,台南市,文教康樂,86600,368201237,110537,481230482
106年02月,台南市,文教康樂,85444,381252118,109782,485135446
106年03月,台南市,文教康樂,87924,417767264,109346,510298568
106年04月,台南市,文教康樂,93902,371404828,117626,474089616
106年05月,台南市,文教康樂,86158,404857980,106444,506002356
106年06月,台南市,文教康樂,86897,420660319,105767,515249362
106年07月,台南市,文教康樂,92403,399668696,114395,491150044
106年08月,台南市,文教康樂,88053,448749200,114191,557210698
106年09月,台南市,文教康樂,82886,419519211,103386,525685230
106年10月,台南市,文教康樂,91748,394824631,113273,504082213
106年11月,台南市,文教康樂,80829,367458418,99544,452423388
106年12月,台南市,文教康樂,86607,359175887,114040,459291064
107年01月,台南市,文教康樂,79108,382164819,107092,495093128
107年02月,台南市,文教康樂,83258,384356133,108786,510894749
107年03月,台南市,文教康樂,82040,435387439,103505,548206800
107年04月,台南市,文教康樂,92175,392464925,110267,499673320
107年05月,台南市,文教康樂,84716,428171947,106383,551461131
103年01月,台南市,食,282074,531066607,364813,607251817
103年02月,台南市,食,214828,331033865,273787,383279989
103年03月,台南市,食,241986,346976190,320724,423211371
103年04月,台南市,食,234295,329317108,307151,402783839
103年05月,台南市,食,260598,390543068,334486,461911854
103年06月,台南市,食,263785,381587966,337010,447204556
103年07月,台南市,食,289458,419351911,384406,518009498
103年08月,台南市,食,310546,485589576,415041,603204841
103年09月,台南市,食,270401,391988743,355999,480768204
103年10月,台南市,食,262375,372965688,346318,443805323
103年11月,台南市,食,259647,379819932,336923,462621948
103年12月,台南市,食,279326,423274808,363901,510625937
104年01月,台南市,食,310667,555222579,401234,673965960
104年02月,台南市,食,312994,563362974,401153,648526450
104年03月,台南市,食,267953,389531260,348804,463989020
104年04月,台南市,食,279852,395271491,360487,468249092
104年05月,台南市,食,320254,469365794,407231,545126527
104年06月,台南市,食,303469,420062292,391875,499584602
104年07月,台南市,食,318236,444039741,417586,531437136
104年08月,台南市,食,359024,536156552,477635,667927490
104年09月,台南市,食,310711,451083393,412740,548331978
104年10月,台南市,食,308417,419590658,405925,503055544
104年11月,台南市,食,298348,417381290,396629,514699658
104年12月,台南市,食,308670,454185232,396973,537004318
105年01月,台南市,食,344955,582287330,431822,676561645
105年02月,台南市,食,314831,519890358,386842,597515683
105年03月,台南市,食,277290,395798399,350472,470114937
105年04月,台南市,食,293770,419444302,363548,491369291
105年05月,台南市,食,312190,451569776,384304,521791918
105年06月,台南市,食,327070,457542412,408475,538890415
105年07月,台南市,食,347575,486105049,441026,581443593
105年08月,台南市,食,308188,468852631,400540,582435703
105年09月,台南市,食,315858,454639044,392597,541487313
105年10月,台南市,食,323487,439285354,400745,535099243
105年11月,台南市,食,261219,320176305,325932,346218392
105年12月,台南市,食,277098,364010147,334307,382915941
106年01月,台南市,食,314368,515267196,375610,551138953
106年02月,台南市,食,247276,327013921,296158,364127945
106年03月,台南市,食,255614,330210727,316644,384395315
106年04月,台南市,食,270913,350247368,334599,430078712
106年05月,台南市,食,284123,376837618,345725,438198475
106年06月,台南市,食,278361,347508097,346543,415164643
106年07月,台南市,食,315091,388756047,397567,463043576
106年08月,台南市,食,313695,419687862,409462,523058487
106年09月,台南市,食,291292,391101303,369392,477609990
106年10月,台南市,食,297983,391151950,374234,478476929
106年11月,台南市,食,267346,346201390,352301,435950429
106年12月,台南市,食,290981,375412657,369771,426503007
107年01月,台南市,食,255047,353987329,327597,410284757
107年02月,台南市,食,316320,482698669,401623,555575914
107年03月,台南市,食,278975,336501806,355835,402956587
107年04月,台南市,食,341802,422269289,419351,505215444
107年05月,台南市,食,399347,519521333,487362,627455505
103年01月,台南市,住,76631,360657561,65937,329616081
103年02月,台南市,住,60755,254501384,51590,229425197
103年03月,台南市,住,60714,263522298,48512,219799008
103年04月,台南市,住,59293,281607910,47280,252139161
103年05月,台南市,住,64950,293849063,54439,270090183
103年06月,台南市,住,63112,284978925,53586,265239589
103年07月,台南市,住,70980,336758356,60298,306469866
103年08月,台南市,住,71595,311245446,62929,284956619
103年09月,台南市,住,62056,266779884,53824,250000478
103年10月,台南市,住,65692,295123610,55768,260847198
103年11月,台南市,住,68946,320907781,59186,295701138
103年12月,台南市,住,73381,328276158,63940,286238026
104年01月,台南市,住,77326,350855940,67792,332301276
104年02月,台南市,住,77241,350044320,71864,338569711
104年03月,台南市,住,66715,281311776,57060,264419795
104年04月,台南市,住,66313,317530589,55858,301667336
104年05月,台南市,住,69155,312254175,60096,299724804
104年06月,台南市,住,68247,331266253,60865,321719724
104年07月,台南市,住,73789,338619354,65961,326998163
104年08月,台南市,住,73203,312194333,66694,304081266
104年09月,台南市,住,60471,248265120,53715,235965382
104年10月,台南市,住,65990,279771310,56636,251586099
104年11月,台南市,住,67885,318434660,57989,289621754
104年12月,台南市,住,74956,336927453,67586,323461358
105年01月,台南市,住,79702,389749490,71473,378733116
105年02月,台南市,住,75428,362421958,66920,343236256
105年03月,台南市,住,60667,235409362,50044,212020633
105年04月,台南市,住,62650,286477757,54181,272798840
105年05月,台南市,住,60312,279978554,51927,262183641
105年06月,台南市,住,66201,306308850,58074,291001662
105年07月,台南市,住,68873,321657222,62166,307856092
105年08月,台南市,住,64747,283424512,59932,288303309
105年09月,台南市,住,58366,254039465,50505,246823417
105年10月,台南市,住,64976,293488714,55313,281271381
105年11月,台南市,住,66983,304083556,58675,303303638
105年12月,台南市,住,69966,315174787,62867,315945690
106年01月,台南市,住,73652,377505393,69111,388604713
106年02月,台南市,住,65288,292124281,58948,278203310
106年03月,台南市,住,60592,269320636,51898,246942538
106年04月,台南市,住,63759,338256886,56243,321829072
106年05月,台南市,住,62604,312031843,55062,301098253
106年06月,台南市,住,58385,292920430,52594,281006114
106年07月,台南市,住,67520,340831316,62950,337160383
106年08月,台南市,住,70094,328269002,66380,331623213
106年09月,台南市,住,61548,300803110,55132,287176081
106年10月,台南市,住,68579,342584124,60732,326642060
106年11月,台南市,住,67518,343507680,57898,317873846
106年12月,台南市,住,71753,339561282,64801,331194345
107年01月,台南市,住,62793,316936295,57685,316333385
107年02月,台南市,住,70604,356112178,69083,360491258
107年03月,台南市,住,62814,299897336,55891,286055582
107年04月,台南市,住,65510,352215642,60687,357066012
107年05月,台南市,住,62910,325680297,57080,338102846
103年01月,台南市,其他,96005,502068452,150772,588511901
103年02月,台南市,其他,71474,375734510,117359,431479960
103年03月,台南市,其他,74793,402748940,123443,483614759
103年04月,台南市,其他,70600,389584419,113689,451189664
103年05月,台南市,其他,76460,410990208,122434,462984357
103年06月,台南市,其他,75632,393016513,119749,427586440
103年07月,台南市,其他,76226,409890328,123752,447026611
103年08月,台南市,其他,79089,399044536,124623,443991781
103年09月,台南市,其他,80862,422752986,124318,472366390
103年10月,台南市,其他,86007,453145955,131820,496945201
103年11月,台南市,其他,82226,451345286,126451,488397380
103年12月,台南市,其他,88251,508628476,132505,539761455
104年01月,台南市,其他,89010,497883939,132411,550600035
104年02月,台南市,其他,81000,439887804,118089,486089937
104年03月,台南市,其他,80947,441419029,124165,489622964
104年04月,台南市,其他,78442,414987541,120074,469800464
104年05月,台南市,其他,81857,429217866,122995,477644412
104年06月,台南市,其他,83169,433553355,125751,479558048
104年07月,台南市,其他,85834,446570954,128886,481799755
104年08月,台南市,其他,85491,434675510,129719,478864160
104年09月,台南市,其他,82440,404644319,128099,458706352
104年10月,台南市,其他,92351,505350266,137237,554695300
104年11月,台南市,其他,85503,464591412,128087,533834101
104年12月,台南市,其他,93245,499546920,136691,545705445
105年01月,台南市,其他,81405,460237586,107077,506879198
105年02月,台南市,其他,70356,385859530,93953,421936328
105年03月,台南市,其他,73733,399718041,99574,439034685
105年04月,台南市,其他,71725,391065102,97555,435203562
105年05月,台南市,其他,77129,403796321,111592,444716501
105年06月,台南市,其他,89406,447877474,142395,495195551
105年07月,台南市,其他,87448,433817240,135262,475329389
105年08月,台南市,其他,88490,438207790,136853,480576444
105年09月,台南市,其他,82613,421675082,124670,466572172
105年10月,台南市,其他,97027,482831711,145481,510558194
105年11月,台南市,其他,90417,465867929,140743,531960247
105年12月,台南市,其他,101917,523291348,154412,606420573
106年01月,台南市,其他,96867,478743579,145376,559346503
106年02月,台南市,其他,87200,409716995,134873,474114675
106年03月,台南市,其他,91265,437263787,138780,496655793
106年04月,台南市,其他,89741,423026696,135196,469944616
106年05月,台南市,其他,94313,454517781,140197,508495759
106年06月,台南市,其他,92177,438700690,136655,481781978
106年07月,台南市,其他,95533,458007703,144475,500924727
106年08月,台南市,其他,98595,472358472,150236,528252814
106年09月,台南市,其他,97088,476788961,148007,528515223
106年10月,台南市,其他,111099,484554219,162445,534665866
106年11月,台南市,其他,109039,540545190,157433,586248343
106年12月,台南市,其他,117370,582889311,167972,632070886
107年01月,台南市,其他,109014,507642902,155072,563786550
107年02月,台南市,其他,104406,464051654,148590,518599882
107年03月,台南市,其他,113719,534989833,163643,592165125
107年04月,台南市,其他,112033,496254356,160522,565561857
107年05月,台南市,其他,120498,545390120,176273,661901074
103年01月,台南市,行,550853,648334202,313354,310675645
103年02月,台南市,行,515968,600176066,287208,283901446
103年03月,台南市,行,554770,643491406,319872,311177011
103年04月,台南市,行,537079,621907935,307520,298763521
103年05月,台南市,行,571286,663874296,330814,322685266
103年06月,台南市,行,571434,669344695,328954,328348494
103年07月,台南市,行,583569,684293096,337896,335813902
103年08月,台南市,行,590896,675946707,341938,333397071
103年09月,台南市,行,559561,627375074,322646,306370834
103年10月,台南市,行,582124,626108400,335495,305896439
103年11月,台南市,行,556307,574327236,321021,281932408
103年12月,台南市,行,582298,570701602,333660,280763039
104年01月,台南市,行,571422,520331261,320428,254676010
104年02月,台南市,行,549848,493747978,296762,238634999
104年03月,台南市,行,573050,530504267,326714,259627621
104年04月,台南市,行,563140,530347246,316522,254394745
104年05月,台南市,行,586639,561116970,335049,279067123
104年06月,台南市,行,600475,585161516,338967,284670725
104年07月,台南市,行,614951,586174973,348950,292994430
104年08月,台南市,行,590821,525859578,336076,262528322
104年09月,台南市,行,580492,506554117,326863,248390994
104年10月,台南市,行,601619,528502291,336888,255419921
104年11月,台南市,行,596657,512410270,335987,253034412
104年12月,台南市,行,595772,495230049,333819,242944810
105年01月,台南市,行,382683,341005897,192727,163708603
105年02月,台南市,行,349123,297913288,167516,134182973
105年03月,台南市,行,363716,337725424,182524,159047732
105年04月,台南市,行,368323,337679564,183720,156187430
105年05月,台南市,行,379221,366413110,192031,173723209
105年06月,台南市,行,395796,398484301,202913,185428561
105年07月,台南市,行,385485,379179952,197691,184810438
105年08月,台南市,行,391485,368477291,200707,177472734
105年09月,台南市,行,355555,336988357,179706,163936123
105年10月,台南市,行,384106,375824815,194660,178192398
105年11月,台南市,行,352050,358960827,188044,172281901
105年12月,台南市,行,365583,393282788,196153,192021897
106年01月,台南市,行,338226,358651529,177693,174750316
106年02月,台南市,行,301359,322660614,162304,158150905
106年03月,台南市,行,342098,361440343,186208,179832202
106年04月,台南市,行,355882,358570028,191237,175297788
106年05月,台南市,行,345368,347451827,188125,176792349
106年06月,台南市,行,301480,328298498,164702,168266118
106年07月,台南市,行,319049,338446199,175597,176906227
106年08月,台南市,行,326367,348373938,180663,184170079
106年09月,台南市,行,311712,329131369,170613,170241764
106年10月,台南市,行,332997,352111332,181304,183819024
106年11月,台南市,行,321367,358456077,176938,192676620
106年12月,台南市,行,345647,394563258,189984,199862784
107年01月,台南市,行,302728,337820889,165299,173114342
107年02月,台南市,行,304181,320059226,162805,162625614
107年03月,台南市,行,331826,357840184,180707,179278600
107年04月,台南市,行,358778,379940773,191173,191650688
107年05月,台南市,行,379342,408271431,199918,203498377
103年01月,台北市,衣,201542,621770952,677020,2222689737
103年02月,台北市,衣,133424,419913763,478468,1493760834
103年03月,台北市,衣,145237,440729604,562206,1777903899
103年04月,台北市,衣,142648,418948155,540452,1655486767
103年05月,台北市,衣,163832,468195270,575791,1723529491
103年06月,台北市,衣,173863,458997562,609867,1734979505
103年07月,台北市,衣,174280,456694912,643399,1783343733
103年08月,台北市,衣,167560,437019651,606573,1665214053
103年09月,台北市,衣,143031,410412881,541057,1633365863
103年10月,台北市,衣,172315,521438084,610492,1915526456
103年11月,台北市,衣,173200,557251562,592163,1996433515
103年12月,台北市,衣,220146,701594775,746328,2506130677
104年01月,台北市,衣,207841,637289136,681468,2221150082
104年02月,台北市,衣,214835,665092608,645319,2002523315
104年03月,台北市,衣,173383,525453957,627718,1935610631
104年04月,台北市,衣,180814,512479761,647964,1932606031
104年05月,台北市,衣,207865,559280070,711463,2035417049
104年06月,台北市,衣,212796,533830661,731235,1956896252
104年07月,台北市,衣,206162,501519030,746702,1904108182
104年08月,台北市,衣,193237,487869024,666122,1694068742
104年09月,台北市,衣,172255,494157951,622614,1823122863
104年10月,台北市,衣,208573,600071730,698321,2072613641
104年11月,台北市,衣,196630,585590566,663070,2054084495
104年12月,台北市,衣,252816,726838051,830282,2480286198
105年01月,台北市,衣,180653,555116876,631003,1973993025
105年02月,台北市,衣,154306,483940787,477846,1498826460
